0.55471E-02 0.13646E-04 0.00000E+01 155499 0 0 8693 0.15680E+07 0.00000E+01 0.55471E-02 0.00000E+01 0.00000E+01 0
1 0.0057558 0.00039831 3.4077 0.17655 0.0057558
2 0.0054821 9.3585e-05 1.1888 0.032392 0.0054821
3 0.0055198 3.8284e-05 0.6831 0.017283 0.0055198
4 0.0055174 0.00036009 3.2139 0.17487 0.0055174
5 0.0054427 9.6797e-05 1.2386 0.032929 0.0054427
6 0.0055527 3.9683e-05 0.70385 0.017637 0.0055527
7 0.0063559 0.00040522 3.1396 0.15679 0.0063559
8 0.0056833 9.4392e-05 1.1567 0.031447 0.0056833
9 0.005539 3.7046e-05 0.65872 0.015382 0.005539
10 0.0054621 0.00035686 3.2173 0.1659 0.0054621
11 0.0056608 9.8429e-05 1.2109 0.041633 0.0056608
12 0.005577 3.9682e-05 0.70076 0.017615 0.005577
13 0.0051009 0.00035707 3.4471 0.17006 0.0051009
14 0.0054639 9.5407e-05 1.216 0.033612 0.0054639
15 0.0055217 3.882e-05 0.69242 0.017021 0.0055217
16 0.0061062 0.00040657 3.2788 0.17218 0.0061062
17 0.0054716 9.2691e-05 1.1798 0.035488 0.0054716
18 0.005555 3.824e-05 0.67798 0.01612 0.005555
19 0.0056148 9.7578e-05 1.2103 0.043765 0.0056148
20 0.0055714 3.8518e-05 0.6809 0.022123 0.0055714
21 0.0055155 1.7991e-05 0.45433 0.013896 0.0055155
22 0.0056356 0.00036493 3.1888 0.17564 0.0056356
23 0.0055078 9.7368e-05 1.2312 0.034275 0.0055078
24 0.0055929 3.9089e-05 0.68834 0.017905 0.0055929
