0.59984E-02 0.15089E-04 0.00000E+01 136547 0 0 7903 0.13180E+07 0.00000E+01 0.59984E-02 0.00000E+01 0.00000E+01 0
1 0.0062134 0.00042991 3.4129 0.19156 0.0062134
2 0.0059234 0.00010105 1.19 0.03494 0.0059234
3 0.0059537 4.1309e-05 0.68448 0.01872 0.0059537
4 0.0059514 0.00038847 3.2197 0.18951 0.0059514
5 0.0058677 0.0001045 1.2423 0.036134 0.0058677
6 0.0060139 4.2894e-05 0.70363 0.019151 0.0060139
7 0.0068568 0.00043805 3.1512 0.17061 0.0068568
8 0.0061248 0.00010174 1.1587 0.033689 0.0061248
9 0.0059826 3.9904e-05 0.65801 0.016523 0.0059826
10 0.0058892 0.00038494 3.2241 0.17923 0.0058892
11 0.0061069 0.00010615 1.2125 0.045605 0.0061069
12 0.0060161 4.279e-05 0.70167 0.019047 0.0060161
13 0.0054874 0.00038507 3.4614 0.18487 0.0054874
14 0.0059054 0.00010295 1.2161 0.036061 0.0059054
15 0.0059587 4.1791e-05 0.69189 0.018334 0.0059587
16 0.0060573 0.00039526 3.2187 0.18311 0.0060573
17 0.0058558 0.00010485 1.249 0.039794 0.0058558
18 0.0060266 4.2406e-05 0.69415 0.018338 0.0060266
19 0.005969 0.00039604 3.2728 0.18338 0.005969
20 0.0060479 0.0001052 1.2134 0.047068 0.0060479
21 0.0060145 4.1586e-05 0.6821 0.023775 0.0060145
22 0.0060784 0.00039367 3.1946 0.19032 0.0060784
23 0.0059395 0.00010499 1.2331 0.036996 0.0059395
24 0.006048 4.2206e-05 0.68843 0.019346 0.006048
