0.23641E-01 0.49891E-04 0.00000E+01 208427 0 0 11286 0.47710E+06 0.00000E+01 0.23641E-01 0.00000E+01 0.00000E+01 0
1 0.023982 0.00044058 1.2097 0.14505 0.023982
2 0.023591 0.00017369 0.68562 0.072363 0.023591
3 0.023561 8.2271e-05 0.45987 0.051219 0.023561
4 0.025531 0.0018593 3.3907 0.80102 0.025531
5 0.024175 0.00043455 1.1836 0.15776 0.024175
6 0.023329 0.00017268 0.68929 0.082062 0.023329
7 0.023616 0.00044656 1.2452 0.16432 0.023616
8 0.023726 0.00017929 0.7037 0.082404 0.023726
9 0.02362 8.3045e-05 0.46302 0.055527 0.02362
10 0.0242 0.00044511 1.2112 0.17982 0.0242
11 0.023755 0.00017783 0.69714 0.076596 0.023755
12 0.023745 8.2981e-05 0.46024 0.052983 0.023745
13 0.024379 0.00046534 1.2569 0.17917 0.024379
14 0.023717 0.00017762 0.69742 0.075734 0.023717
15 0.023692 8.17e-05 0.45414 0.051906 0.023692
16 0.022753 0.0016183 3.3119 0.66046 0.022753
17 0.023619 0.0004593 1.2805 0.16933 0.023619
18 0.023693 0.00018411 0.72365 0.083209 0.023693
19 0.022127 0.0016561 3.4849 0.74778 0.022127
20 0.023258 0.00045203 1.2798 0.19658 0.023258
21 0.023805 0.00017883 0.69956 0.07191 0.023805
22 0.02362 0.00044409 1.2381 0.16663 0.02362
23 0.024016 0.00017688 0.68586 0.071505 0.024016
24 0.023476 8.0995e-05 0.45437 0.052078 0.023476
