0.95398E-02 0.20263E-04 0.00000E+01 232115 0 0 12499 0.13098E+07 0.00000E+01 0.95398E-02 0.00000E+01 0.00000E+01 0
1 0.0097244 0.00071692 3.4807 0.31447 0.0097244
2 0.0094385 0.00017007 1.2031 0.065407 0.0094385
3 0.0094676 6.9623e-05 0.69439 0.029151 0.0094676
4 0.0097194 0.00017279 1.187 0.061504 0.0097194
5 0.0094231 6.8761e-05 0.68902 0.031965 0.0094231
6 0.0095711 3.1791e-05 0.44354 0.02027 0.0095711
7 0.0097153 0.00017969 1.2349 0.067992 0.0097153
8 0.0095255 7.081e-05 0.70193 0.032972 0.0095255
9 0.0095255 3.3097e-05 0.46399 0.022331 0.0095255
10 0.0097453 0.00017515 1.2 0.072194 0.0097453
11 0.0096488 7.1037e-05 0.69518 0.030213 0.0096488
12 0.0095847 3.2379e-05 0.45111 0.019808 0.0095847
13 0.0098216 0.0001835 1.2475 0.070943 0.0098216
14 0.009562 7.0495e-05 0.69613 0.032427 0.009562
15 0.0095409 3.2464e-05 0.45438 0.020321 0.0095409
16 0.010017 0.00068466 3.227 0.3001 0.010017
17 0.0091892 0.0001713 1.2447 0.065317 0.0091892
18 0.0096431 7.0457e-05 0.68991 0.02857 0.0096431
19 0.0096272 0.00017553 1.2174 0.058997 0.0096272
20 0.0095084 7.0703e-05 0.70212 0.041187 0.0095084
21 0.0095387 3.2705e-05 0.45786 0.024347 0.0095387
22 0.009502 0.00017457 1.2267 0.059824 0.009502
23 0.0096709 7.0418e-05 0.68754 0.029125 0.0096709
24 0.0094585 3.2202e-05 0.45463 0.019879 0.0094585
