0.11044E+00 0.28650E-03 0.00000E+01 199258 0 0 10901 0.98700E+05 0.00000E+01 0.11044E+00 0.00000E+01 0.00000E+01 0
1 0.11329 0.0020712 1.2226 0.85177 0.11329
2 0.11195 0.00081414 0.68778 0.35474 0.11195
3 0.11063 0.00036776 0.4446 0.23673 0.11063
4 0.11316 0.0020282 1.1986 0.69249 0.11316
5 0.10903 0.00079175 0.68678 0.34994 0.10903
6 0.11067 0.00036772 0.44441 0.24516 0.11067
7 0.10964 0.002069 1.2619 0.77657 0.10964
8 0.11053 0.00083001 0.71021 0.3549 0.11053
9 0.10902 0.00037869 0.46459 0.24918 0.10902
10 0.1129 0.0020381 1.2072 0.76556 0.1129
11 0.10998 0.0008077 0.69455 0.40568 0.10998
12 0.11065 0.00037537 0.45372 0.25778 0.11065
13 0.092855 0.0067832 3.4543 3.8843 0.092855
14 0.10773 0.0021831 1.3551 0.99007 0.10773
15 0.11055 0.00087284 0.74671 0.45645 0.11055
16 0.10887 0.0079704 3.4619 3.9398 0.10887
17 0.10943 0.0020838 1.2734 0.82519 0.10943
18 0.11189 0.00084179 0.71148 0.41581 0.11189
19 0.10984 0.002089 1.2718 0.92343 0.10984
20 0.11035 0.00081736 0.70052 0.35397 0.11035
21 0.11023 0.00037677 0.45714 0.23421 0.11023
